dateTime,latitude,longitude,uaqi,uaqi_category,uaqi_dominant_pollutant,idn_menlhk,idn_menlhk_category,idn_menlhk_dominant_pollutant,co,no2,o3,pm10,pm25,so2,health_general,health_elderly,health_lung_disease,health_heart_disease,health_athletes,health_pregnant,health_children
2024-11-23 23:46:06.605364,52.688946047215325,-105.25774041288707,498,Hazardous,co,102,Unhealthy for Sensitive Groups,co,56.66,191.63,180.45,191.63,70.03,34.09,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 00:04:06.605375,-34.65418867902537,163.91729261555952,116,Unhealthy for Sensitive Groups,pm25,86,Moderate,pm10,181.98,172.24,54.57,77.6,113.26,193.46,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 05:07:06.605385,-78.90762866266098,73.24803072702298,321,Hazardous,o3,66,Moderate,co,199.19,90.66,100.31,179.48,176.84,156.09,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 10:35:06.605396,-25.846053135793,133.35404890031327,215,Very Unhealthy,no2,213,Very Unhealthy,pm10,19.06,150.19,77.82,86.06,117.83,112.32,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 04:51:06.605414,-33.130407552931736,-135.24046975230544,293,Very Unhealthy,co,330,Hazardous,o3,5.07,2.19,111.05,170.73,63.11,149.97,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 08:04:06.605424,21.541942577728662,-79.89179574675214,450,Hazardous,o3,10,Good,so2,41.24,152.79,89.7,86.85,67.88,126.35,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 11:41:06.605436,23.818544443750383,-83.13268375642909,37,Good,no2,10,Good,co,93.12,86.28,83.76,15.14,126.1,30.43,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-23 16:32:06.605446,-65.86256411051284,75.85862165233632,380,Hazardous,pm10,42,Good,pm10,5.03,185.99,7.28,26.4,199.82,158.38,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 11:20:06.605458,-85.85755299330579,11.525098783062333,41,Good,no2,196,Unhealthy,o3,17.2,190.49,130.28,145.38,32.92,57.9,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 10:05:06.605469,20.42015564794444,152.16553040785374,132,Unhealthy for Sensitive Groups,so2,379,Hazardous,o3,57.78,4.25,73.82,108.71,197.02,42.01,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 10:24:06.605482,16.82126695244493,59.1279287329443,336,Hazardous,pm10,388,Hazardous,so2,23.1,149.56,67.24,174.73,132.34,147.2,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 01:18:06.605514,60.05004137559962,-175.7398768184558,192,Unhealthy,pm25,43,Good,pm25,53.13,141.13,152.82,31.7,26.22,43.47,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 11:23:06.605531,-39.75589835397404,153.66682781947225,489,Hazardous,co,223,Very Unhealthy,pm25,29.97,171.0,164.22,42.08,11.06,56.17,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 02:42:06.605547,-79.07402486620273,-9.933822352507406,497,Hazardous,pm25,352,Hazardous,pm25,173.04,69.86,73.32,181.53,29.56,92.93,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-20 17:49:06.605558,76.0372487465859,86.92423584141847,381,Hazardous,no2,50,Good,pm25,3.89,136.52,76.64,131.96,143.49,84.03,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 23:45:06.605568,70.64271803886959,116.34057895016281,116,Unhealthy for Sensitive Groups,no2,288,Very Unhealthy,so2,53.03,161.93,92.42,97.12,62.42,42.08,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 16:05:06.605578,-79.17010270773798,131.01860861670514,292,Very Unhealthy,pm10,432,Hazardous,so2,46.51,159.13,182.64,109.9,16.98,94.54,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 19:27:06.605603,-60.7853812604315,76.63553733315479,307,Hazardous,co,243,Very Unhealthy,no2,7.79,80.39,131.15,181.58,168.11,118.67,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 17:07:06.605623,72.55286592543575,23.038496830426055,173,Unhealthy,o3,234,Very Unhealthy,pm25,35.45,18.51,138.58,142.91,137.67,86.88,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 23:59:06.605640,61.62802541608923,111.84899836014631,430,Hazardous,so2,292,Very Unhealthy,o3,24.78,119.18,27.41,179.23,63.28,197.86,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 05:51:06.605656,47.097786640599736,121.52718022285944,158,Unhealthy,o3,27,Good,co,86.83,156.02,142.22,13.06,10.34,116.63,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 04:04:06.605672,20.670456091662217,179.53325968047244,159,Unhealthy,pm10,13,Good,no2,175.28,28.26,100.72,132.89,151.37,112.8,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 13:35:06.605687,59.50974180485747,-167.0398553285931,382,Hazardous,no2,413,Hazardous,no2,34.9,32.74,150.34,185.82,97.72,133.7,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 01:23:06.605698,8.37535534016952,-54.66483792566689,43,Good,pm25,63,Moderate,no2,101.09,161.58,12.87,84.96,177.31,28.87,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-23 03:06:06.605713,55.52680866381411,95.25916423547864,373,Hazardous,pm10,60,Moderate,so2,103.87,46.55,35.18,192.73,163.03,176.3,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 06:54:06.605727,-56.269495786823796,113.64357069297643,492,Hazardous,no2,14,Good,o3,93.15,112.4,105.15,198.41,125.42,77.19,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 03:02:06.605738,-28.745727632580873,-3.4982218136155723,454,Hazardous,so2,278,Very Unhealthy,co,197.32,71.37,158.49,187.71,81.02,21.92,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 04:39:06.605749,26.44089048005786,135.6449141007086,356,Hazardous,no2,438,Hazardous,no2,189.01,176.56,37.39,64.07,41.86,44.0,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 09:59:06.605760,19.5385950605248,24.10656473466571,299,Very Unhealthy,pm10,440,Hazardous,pm25,17.76,143.57,131.04,98.39,153.68,117.68,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 17:53:06.605770,15.314804831117783,49.84727759161356,268,Very Unhealthy,o3,397,Hazardous,pm25,156.43,162.49,187.53,37.37,10.0,56.2,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 23:13:06.605781,-9.72203277105281,89.33444735710339,218,Very Unhealthy,co,215,Very Unhealthy,co,157.0,74.96,121.79,147.37,49.02,153.07,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 17:19:06.605792,25.010148956828687,139.6732996492699,251,Very Unhealthy,o3,331,Hazardous,no2,155.34,21.76,146.67,40.48,86.54,90.96,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 06:41:06.605803,78.36627983595932,-57.640205686350825,176,Unhealthy,co,290,Very Unhealthy,o3,26.41,18.69,44.12,103.98,101.52,79.34,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 09:02:06.605814,-67.63955393032502,101.5945014518316,58,Moderate,so2,128,Unhealthy for Sensitive Groups,co,74.99,0.3,138.69,33.13,86.8,7.89,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-23 00:04:06.605824,-59.70697604785106,66.02521348813221,261,Very Unhealthy,pm25,309,Hazardous,pm10,65.63,166.76,17.23,185.61,187.77,81.49,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 12:06:06.605835,-79.05124567516337,-156.48027994106735,383,Hazardous,co,218,Very Unhealthy,pm10,71.44,98.05,116.91,69.61,188.0,191.32,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 03:41:06.605846,-36.54702357300506,-97.7029788852761,304,Hazardous,o3,309,Hazardous,so2,117.69,51.04,84.12,101.28,75.26,33.43,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-20 16:26:06.605856,59.562382125670354,-128.32581917254402,141,Unhealthy for Sensitive Groups,so2,373,Hazardous,o3,66.02,99.42,51.95,127.92,36.75,78.14,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 00:12:06.605867,60.365190510096426,-61.40762424793752,464,Hazardous,no2,342,Hazardous,no2,171.67,8.27,76.15,38.96,76.8,192.46,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 16:27:06.605878,47.58167080253051,36.02070880005817,117,Unhealthy for Sensitive Groups,o3,471,Hazardous,co,7.91,23.17,83.73,76.08,107.4,135.0,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 06:14:06.605889,34.53797829990717,161.92384621481983,277,Very Unhealthy,o3,299,Very Unhealthy,co,19.26,50.67,79.21,63.92,10.46,2.67,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
